Year,Region,ProvinceCode,Province,Hgender,HAge,HLiterate,HEduYears,HEduLevel,HActivityState,HMarritalState,HEmployed,HUnemployed,HIncomeWOWork,Size,NKids,TotalIncome,EqSizeOECD,EqSizeRevOECD,NetExpenditure,NetIncome,PipedWater,Electricity,CookingFuel,HeatFuel,HotWaterFuel,HouseOwn,RoomCount,Area
92,Rural,15,Lorestan,Male,38,0,0,Illiterate,Employed,Married,1,0,0,4,2,27000000,2.7,2.1,51193552,55577552,1,1,3,13,23,House,3,80
92,Rural,2,Mazandaran,Male,76,0,0,Illiterate,Income without Work,Married,0,0,1,2,0,54000000,1.7,1.5,38406576,75248776,NA,1,4,14,24,House,3,60
92,Rural,15,Lorestan,Male,28,1,9,Secondary,Employed,Married,1,0,0,3,1,70600000,2.2,1.8,44629164,101873164,1,1,4,14,24,House,3,60
92,Rural,15,Lorestan,Male,37,1,12,Secondary,Employed,Married,1,0,0,3,1,5500000,2.2,1.8,47913164,27773164,1,1,3,11,21,House,1,40
92,Rural,17,Kohgiluye & Boyerahmad,Male,72,0,0,Illiterate,Income without Work,Married,0,0,1,2,0,8600000,1.7,1.5,41990776,25108776,1,1,3,11,23,House,2,50
92,Rural,12,Kurdistan,Female,80,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,6000000,1,1,27346888,13904388,1,1,3,11,21,House,2,40
92,Rural,11,Sistan & Baluchistan,Female,61,0,0,Illiterate,Income without Work,Widowed,0,0,1,4,0,13000000,3.1,2.5,71297552,44337552,NA,1,3,11,23,House,4,80
92,Rural,0,Markazi,Female,60,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,7400000,1,1,27704000,21526000,1,1,4,14,24,House,3,70
92,Rural,25,Qom,Female,72,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,8000000,1,1,34715388,20654388,1,1,4,14,24,House,3,50
92,Rural,17,Kohgiluye & Boyerahmad,Male,74,0,0,Illiterate,Income without Work,Married,0,0,1,2,0,5000000,1.7,1.5,41152776,27568776,1,1,6,16,26,House,1,15
92,Rural,15,Lorestan,Male,35,1,9,Secondary,Employed,Married,1,0,0,3,1,46000000,2.2,1.8,47593164,71753164,1,1,3,11,21,House,2,80
92,Rural,7,Fars,Male,44,1,9,Secondary,Employed,Married,1,0,0,6,3,78500000,3.9,2.9,75955328,133126328,1,1,4,14,24,House,3,80
92,Rural,11,Sistan & Baluchistan,Male,40,1,14,University,Employed,Married,1,0,0,4,2,17000000,2.7,2.1,61081052,48160552,1,1,3,11,25,House,3,58
92,Rural,24,Ardebil,Male,22,1,6,Primary,Employed,Married,1,0,0,3,1,58350000,2.2,1.8,51493164,83863164,1,1,4,14,24,Free,3,60
92,Rural,8,Kerman,Male,52,0,0,Illiterate,Employed,Married,1,0,0,6,3,37500000,3.9,2.9,69745728,89546328,1,1,3,11,25,House,3,100
92,Rural,17,Kohgiluye & Boyerahmad,Male,42,1,9,Secondary,Employed,Married,1,0,0,5,3,9690000,3.2,2.4,58326940,46521940,1,1,3,11,25,House,4,92
92,Rural,4,West Azerbaijan,Male,45,0,0,Illiterate,Employed,Married,1,0,0,6,2,20500000,4.1,3.1,84002328,74334328,1,1,3,11,21,House,3,50
92,Rural,26,Qazvin,Male,66,0,0,Illiterate,Employed,Married,1,0,0,7,0,145300000,5.2,4,101329716,215270716,1,1,4,14,24,House,3,90
92,Rural,7,Fars,Male,83,0,0,Illiterate,Employed,Married,1,0,0,5,0,82600000,3.8,3,74188940,122121940,1,1,3,11,23,House,4,80
92,Rural,22,Hormozgan,Male,59,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,450000,1,1,29204000,13110000,NA,1,3,20,30,House,1,30
92,Rural,11,Sistan & Baluchistan,Male,61,0,0,Illiterate,Unemployed,Married,0,1,0,6,4,0,3.7,2.7,71649328,47159328,1,1,3,11,25,House,5,180
92,Rural,28,North Khorasan,Male,44,0,0,Illiterate,Employed,Married,1,0,0,5,3,32500000,3.2,2.4,60962940,68811940,1,1,3,11,30,House,3,100
92,Rural,6,Khouzestan,Male,25,0,0,Illiterate,Employed,Married,1,0,0,3,1,2800000,2.2,1.8,48526164,22678164,1,1,6,16,26,House,1,27
92,Rural,5,Kermanshah,Male,45,1,4,Primary,Employed,Married,1,0,0,6,3,54000000,3.9,2.9,75387928,107810328,1,1,3,11,23,House,3,50
92,Rural,28,North Khorasan,Male,77,1,3,Primary,Employed,Married,1,0,0,5,0,104400000,3.8,3,82799940,152861940,1,1,3,16,21,House,2,30
92,Rural,4,West Azerbaijan,Male,46,1,3,Primary,Employed,Married,1,0,0,5,2,40000000,3.4,2.6,189264840,83871940,1,1,4,14,24,House,4,140
92,Rural,11,Sistan & Baluchistan,Male,30,1,9,Secondary,Employed,Married,1,0,0,6,4,55500000,3.7,2.7,74004328,98950328,NA,1,3,11,23,House,1,30
92,Rural,15,Lorestan,Male,77,0,0,Illiterate,Employed,Married,1,0,0,6,2,168460000,4.1,3.1,92755000,214720000,1,1,3,11,23,House,4,100
92,Rural,28,North Khorasan,Male,59,1,4,Primary,Employed,Married,1,0,0,10,4,84710000,6.5,4.7,121041480,160953880,1,1,3,11,21,House,4,90
92,Rural,11,Sistan & Baluchistan,Male,18,1,8,Secondary,Employed,Bachelor,1,0,0,6,4,44000000,3.7,2.7,67683328,89445328,1,NA,3,11,23,House,3,75
92,Rural,15,Lorestan,Male,70,0,0,Illiterate,Employed,Married,1,0,0,2,0,54500000,1.7,1.5,43398776,75488776,1,1,3,11,23,House,3,50
92,Rural,8,Kerman,Male,60,1,5,Primary,Employed,Married,1,0,0,3,1,20000000,2.2,1.8,46962164,46023164,1,1,3,11,23,House,2,25
92,Rural,28,North Khorasan,Female,66,0,0,Illiterate,Income without Work,Widowed,0,0,1,3,0,8000000,2.4,2,53855124,36273164,1,1,4,14,24,House,1,36
92,Rural,14,Chaharmahal & Bakhtiari,Female,67,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,11000000,1,1,28117788,22474388,1,1,3,11,23,House,2,40
92,Rural,9,Razavi Khorasan,Male,38,1,6,Primary,Employed,Married,1,0,0,6,3,48000000,3.9,2.9,63896968,99482328,1,1,3,11,21,House,4,100
92,Rural,11,Sistan & Baluchistan,Female,60,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,3850000,1,1,28508388,14594388,NA,1,3,11,21,House,2,50
92,Rural,15,Lorestan,Male,55,0,0,Illiterate,Income without Work,Married,0,0,1,2,0,30000000,1.7,1.5,42132776,61038776,1,1,3,11,23,House,4,80
92,Rural,18,Boushehr,Male,24,1,3,Primary,Employed,Bachelor,1,0,0,5,0,480000000,3.8,3,83921000,513300000,NA,1,3,15,30,Free,3,100
92,Rural,11,Sistan & Baluchistan,Female,58,0,0,Illiterate,Income without Work,Widowed,0,0,1,5,1,4500000,3.6,2.8,89568840,40306840,NA,1,3,15,23,House,2,28
92,Rural,24,Ardebil,Female,62,0,0,Illiterate,Employed,Widowed,1,0,0,8,3,36620000,5.3,3.9,105790716,83860716,1,1,4,14,24,House,4,65
92,Rural,15,Lorestan,Male,37,1,9,Secondary,Employed,Married,1,0,0,6,3,9000000,3.9,2.9,50217328,50546328,1,1,3,13,23,House,3,80
92,Rural,3,East Azerbaijan,Male,99,0,0,Illiterate,Income without Work,Married,0,0,1,2,0,16800000,1.7,1.5,42549776,35648776,1,1,3,11,21,House,2,60
92,Rural,12,Kurdistan,Female,61,0,0,Illiterate,Income without Work,Widowed,0,0,1,2,0,20000000,1.7,1.5,41563776,37008776,1,1,3,11,21,House,5,100
92,Rural,9,Razavi Khorasan,Male,39,1,6,Primary,Employed,Married,1,0,0,6,4,46000000,3.7,2.7,70858328,99186328,1,1,4,14,24,House,3,90
92,Rural,8,Kerman,Male,30,1,9,Secondary,Employed,Married,1,0,0,4,2,50000000,2.7,2.1,57190552,82657552,1,1,3,11,21,Free,2,25
92,Rural,26,Qazvin,Female,87,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,10800000,1,1,29133388,29504388,1,1,3,11,25,House,2,40
92,Rural,5,Kermanshah,Male,48,0,0,Illiterate,Employed,Married,1,0,0,3,0,72050000,2.4,2,59267364,107177164,1,1,4,14,24,House,3,70
92,Rural,22,Hormozgan,Female,66,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,0,1,1,31264000,18160000,1,1,3,20,23,House,2,60
92,Rural,20,Semnan,Male,34,1,11,Secondary,Employed,Married,1,0,0,2,0,72000000,1.7,1.5,52323776,96748776,1,1,3,13,23,House,4,150
92,Rural,24,Ardebil,Male,35,1,9,Secondary,Employed,Married,1,0,0,6,4,76800000,3.7,2.7,62020328,123476328,1,1,4,14,24,Rental,3,75
92,Rural,10,Isfahan,Female,65,0,0,Illiterate,Income without Work,Widowed,0,0,1,2,0,11650000,1.7,1.5,54903376,31358776,1,1,4,14,24,House,4,65
92,Rural,13,Hamedan,Male,34,1,6,Primary,Employed,Married,1,0,0,4,2,42000000,2.7,2.1,61554552,73697552,1,1,4,14,24,House,3,60
92,Rural,13,Hamedan,Male,33,1,8,Secondary,Employed,Married,1,0,0,7,1,144500000,5,3.8,126926328,212036328,1,1,3,11,21,House,6,100
92,Rural,23,Tehran,Male,43,1,5,Primary,Unemployed,Married,0,1,0,6,4,48000000,3.7,2.7,77303600,91140000,1,1,4,14,24,Rental,3,65
92,Rural,11,Sistan & Baluchistan,Male,68,0,0,Illiterate,Employed,Married,1,0,0,4,0,41900000,3.1,2.5,70588940,99521940,1,1,3,11,21,House,4,100
92,Rural,28,North Khorasan,Female,61,0,0,Illiterate,Other,Married,0,0,0,1,0,4000000,1,1,29535988,16424388,NA,1,1,11,21,House,2,40
92,Rural,6,Khouzestan,Male,74,0,0,Illiterate,Employed,Married,1,0,0,4,0,22100000,3.1,2.5,71498552,58637552,1,1,6,16,26,House,1,30
92,Rural,4,West Azerbaijan,Male,36,1,6,Primary,Employed,Married,1,0,0,4,2,490000,2.7,2.1,62045552,43787552,1,1,3,11,21,Free,2,60
92,Rural,1,Guilan,Male,27,1,8,Secondary,Employed,Married,1,0,0,3,1,36000000,2.2,1.8,51896564,63973164,1,1,4,14,24,House,3,65
92,Rural,7,Fars,Male,49,0,0,Illiterate,Income without Work,Married,0,0,1,4,1,64000000,2.9,2.3,66073940,103521940,1,1,4,14,24,House,4,120
92,Rural,17,Kohgiluye & Boyerahmad,Female,42,0,0,Illiterate,Employed,Widowed,1,0,0,5,2,63000000,3.4,2.6,73840940,104081940,1,1,3,11,21,House,5,100
92,Rural,17,Kohgiluye & Boyerahmad,Male,55,0,0,Illiterate,Employed,Married,1,0,0,3,1,12970000,2.2,1.8,58833164,41897164,1,1,3,11,25,House,4,100
92,Rural,4,West Azerbaijan,Male,67,0,0,Illiterate,Employed,Married,1,0,0,8,2,231600000,5.5,4.1,119608104,295075104,1,1,3,11,21,House,2,100
92,Rural,7,Fars,Male,70,0,0,Illiterate,Other,Married,0,0,0,3,0,30000000,2.4,2,56719164,72313164,NA,NA,3,11,23,House,2,50
92,Rural,13,Hamedan,Male,41,1,9,Secondary,Employed,Married,1,0,0,4,2,55470000,2.7,2.1,58680352,88367552,1,1,4,14,24,House,3,60
92,Rural,7,Fars,Male,24,1,10,Secondary,Income without Work,Married,0,0,1,2,0,0,1.7,1.5,43852776,24508776,1,1,3,11,21,Other,6,110
92,Rural,29,South Khorasan,Female,78,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,8000000,1,1,30253788,21172388,1,1,3,11,21,House,2,18
92,Rural,25,Qom,Female,57,0,0,Illiterate,Income without Work,Widowed,0,0,1,6,0,93600000,4.5,3.5,86929328,141926328,1,1,4,14,24,House,2,60
92,Rural,16,Ilam,Female,72,0,0,Illiterate,Income without Work,Widowed,0,0,1,3,0,24000000,2.4,2,54160000,48600000,1,1,3,11,23,House,3,100
92,Rural,11,Sistan & Baluchistan,Male,47,1,3,Primary,Employed,Married,1,0,0,4,1,30000000,2.9,2.3,63083552,64097552,NA,1,3,11,21,House,2,50
92,Rural,25,Qom,Male,80,0,0,Illiterate,Income without Work,Married,0,0,1,5,0,58600000,3.8,3,89691000,114100000,1,1,4,14,24,House,3,100
92,Rural,6,Khouzestan,Male,48,0,0,Illiterate,Employed,Married,1,0,0,6,4,15900000,3.7,2.7,79622328,65486328,1,1,6,16,26,House,1,32
92,Rural,14,Chaharmahal & Bakhtiari,Male,43,1,6,Primary,Employed,Married,1,0,0,6,3,48000000,3.9,2.9,79296128,99686328,1,1,4,14,24,House,3,130
92,Rural,15,Lorestan,Male,73,0,0,Illiterate,Income without Work,Married,0,0,1,4,2,14600000,2.7,2.1,59872552,51577552,1,1,4,14,24,House,4,110
92,Rural,5,Kermanshah,Male,75,0,0,Illiterate,Income without Work,Married,0,0,1,2,0,8400000,1.7,1.5,45031976,26908776,1,1,4,14,24,House,3,50
92,Rural,3,East Azerbaijan,Male,40,0,0,Illiterate,Employed,Married,1,0,0,5,2,48000000,3.4,2.6,75943940,92121940,1,1,4,14,24,House,3,60
92,Rural,22,Hormozgan,Male,40,1,9,Secondary,Unemployed,Married,0,1,0,5,3,18000000,3.2,2.4,69631940,61471940,1,1,3,11,25,House,4,90
92,Rural,2,Mazandaran,Male,70,1,1,Primary,Employed,Married,1,0,0,2,0,33600000,1.7,1.5,44857776,54848776,NA,1,4,14,24,House,4,70
92,Rural,17,Kohgiluye & Boyerahmad,Male,63,0,0,Illiterate,Employed,Married,1,0,0,8,2,30060000,5.5,4.1,140849104,115187104,1,1,3,11,25,House,5,100
92,Rural,11,Sistan & Baluchistan,Male,31,0,0,Illiterate,Employed,Married,1,0,0,4,2,21200000,2.7,2.1,59143052,49897552,1,1,3,11,21,House,2,36
92,Rural,3,East Azerbaijan,Female,72,0,0,Illiterate,Housekeeper,Widowed,0,0,0,1,0,0,1,1,29942388,15274388,1,1,4,14,24,House,2,100
92,Rural,13,Hamedan,Male,70,1,6,Primary,Employed,Married,1,0,0,5,1,59100000,3.6,2.8,85415140,99621940,1,1,3,11,23,House,3,70
92,Rural,9,Razavi Khorasan,Female,88,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,5200000,1,1,31811988,18054388,1,1,4,14,24,Free,2,50
92,Rural,6,Khouzestan,Male,63,0,0,Illiterate,Employed,Married,1,0,0,4,1,13450000,2.9,2.3,69183552,53947552,1,1,6,16,26,House,1,24
92,Rural,9,Razavi Khorasan,Male,37,1,6,Primary,Employed,Married,1,0,0,4,2,39000000,2.7,2.1,62036672,85017552,1,1,3,11,30,House,2,45
92,Rural,5,Kermanshah,Male,42,1,5,Primary,Employed,Married,1,0,0,7,4,36000000,4.4,3.2,104224716,97330716,1,1,3,11,23,House,3,85
92,Rural,13,Hamedan,Male,32,1,9,Secondary,Employed,Married,1,0,0,5,3,22900000,3.2,2.4,38335940,70861940,1,1,3,11,23,House,2,60
92,Rural,6,Khouzestan,Male,90,0,0,Illiterate,Income without Work,Widowed,0,0,1,5,3,2000000,3.2,2.4,72855940,40561940,1,1,6,16,26,House,1,40
92,Rural,25,Qom,Male,25,1,7,Secondary,Employed,Married,1,0,0,2,0,84000000,1.7,1.5,44594776,105708776,1,1,4,14,24,House,3,70
92,Rural,5,Kermanshah,Male,21,1,6,Primary,Employed,Married,1,0,0,2,0,39000000,1.7,1.5,47171576,66248776,1,1,4,14,24,House,3,40
92,Rural,5,Kermanshah,Male,38,1,9,Secondary,Employed,Married,1,0,0,3,1,32000000,2.2,1.8,52626964,62913164,1,1,3,11,23,House,3,60
92,Rural,10,Isfahan,Female,66,0,0,Illiterate,Income without Work,Widowed,0,0,1,2,0,52710000,1.7,1.5,21724388,79732388,1,1,4,14,24,House,4,50
92,Rural,22,Hormozgan,Male,65,1,3,Primary,Income without Work,Married,0,0,1,3,0,24000000,2.4,2,68560000,47928000,1,1,3,15,25,House,5,150
92,Rural,2,Mazandaran,Male,36,1,12,Secondary,Employed,Married,1,0,0,3,1,100100000,2.2,1.8,92792164,121173164,1,1,4,14,24,Rental,4,70
92,Rural,22,Hormozgan,Male,46,0,0,Illiterate,Employed,Married,1,0,0,7,0,42000000,5.2,4,125833000,110310000,1,1,3,20,25,House,3,85
92,Rural,26,Qazvin,Male,44,1,4,Primary,Employed,Married,1,0,0,5,3,52800000,3.2,2.4,53292940,92321940,1,1,4,14,24,House,3,50
92,Rural,5,Kermanshah,Male,40,1,6,Primary,Employed,Married,1,0,0,7,5,35000000,4.2,3,81543516,96090716,1,1,3,11,23,House,3,80
92,Rural,20,Semnan,Male,55,0,0,Illiterate,Employed,Married,1,0,0,5,0,57900000,3.8,3,89341940,96971940,1,1,4,14,24,House,4,70
92,Rural,18,Boushehr,Male,65,0,0,Illiterate,Income without Work,Married,0,0,1,6,0,66000000,4.5,3.5,96920456,109732656,1,1,3,11,21,House,2,36
92,Rural,6,Khouzestan,Male,82,0,0,Illiterate,Income without Work,Married,0,0,1,2,0,23000000,1.7,1.5,48340776,44748776,1,1,4,14,24,House,2,30
92,Rural,11,Sistan & Baluchistan,Male,36,1,9,Secondary,Employed,Married,1,0,0,5,3,48000000,3.2,2.4,64702940,92229940,1,1,3,15,23,House,2,28
92,Rural,9,Razavi Khorasan,Male,41,0,0,Illiterate,Employed,Married,1,0,0,5,3,52000000,3.2,2.4,66863940,93407940,1,1,3,11,21,House,4,100
92,Rural,29,South Khorasan,Male,88,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,8000000,1,1,32277388,17854388,NA,1,1,11,21,House,1,15
92,Rural,6,Khouzestan,Male,40,0,0,Illiterate,Employed,Married,1,0,0,6,4,8000000,3.7,2.7,83316328,59026328,1,1,3,11,23,House,2,60
92,Rural,4,West Azerbaijan,Male,50,1,2,Primary,Employed,Married,1,0,0,8,2,63050000,5.5,4.1,160459104,120045104,NA,1,3,11,21,House,2,100
92,Rural,3,East Azerbaijan,Male,51,0,0,Illiterate,Employed,Married,1,0,0,4,0,55870000,3.1,2.5,79099552,88287552,1,1,4,14,24,House,3,80
92,Rural,29,South Khorasan,Male,72,0,0,Illiterate,Employed,Married,1,0,0,2,0,32500000,1.7,1.5,48878776,57026776,1,1,3,11,23,House,4,100
92,Rural,9,Razavi Khorasan,Male,38,1,6,Primary,Employed,Married,1,0,0,4,2,65250000,2.7,2.1,59313452,103227552,1,1,3,11,23,House,3,80
92,Rural,22,Hormozgan,Male,72,0,0,Illiterate,Income without Work,Married,0,0,1,3,0,5400000,2.4,2,69342000,48455000,1,1,3,20,25,House,3,75
92,Rural,28,North Khorasan,Male,30,1,9,Secondary,Employed,Married,1,0,0,3,1,54800000,2.2,1.8,46469164,82113164,1,1,4,14,24,House,4,80
92,Rural,28,North Khorasan,Male,70,0,0,Illiterate,Employed,Married,1,0,0,2,0,78400000,1.7,1.5,82810776,106508776,1,1,3,11,23,House,2,30
92,Rural,29,South Khorasan,Female,32,1,2,Primary,Income without Work,Married,0,0,1,2,1,25000000,1.5,1.3,41795776,34816776,1,1,3,11,23,House,5,80
92,Rural,26,Qazvin,Male,53,1,5,Primary,Employed,Married,1,0,0,4,2,45000000,2.7,2.1,59922552,71817552,1,1,3,11,21,Rental,3,60
92,Rural,7,Fars,Male,48,1,2,Primary,Employed,Married,1,0,0,7,2,102000000,4.8,3.6,61030716,158530716,1,1,3,11,21,House,2,40
92,Rural,10,Isfahan,Male,77,0,0,Illiterate,Employed,Married,1,0,0,2,0,4050000,1.7,1.5,49206776,34114776,1,1,4,14,24,House,3,70
92,Rural,1,Guilan,Female,57,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,6800000,1,1,34714388,19414388,NA,1,4,14,24,House,3,50
92,Rural,24,Ardebil,Male,39,1,1,Primary,Employed,Married,1,0,0,4,1,60200000,2.9,2.3,67050552,98567552,1,1,3,11,21,House,4,90
92,Rural,5,Kermanshah,Male,59,0,0,Illiterate,Employed,Married,1,0,0,2,0,29200000,1.7,1.5,47584776,52808776,1,1,4,14,24,House,2,35
92,Rural,1,Guilan,Male,32,1,8,Secondary,Employed,Married,1,0,0,3,1,24000000,2.2,1.8,58794004,53713164,NA,1,4,14,24,Free,2,30
92,Rural,1,Guilan,Male,39,1,6,Primary,Unemployed,Married,0,1,0,4,2,23200000,2.7,2.1,62001752,58417552,NA,1,4,14,24,House,3,70
92,Rural,5,Kermanshah,Male,40,1,9,Secondary,Employed,Married,1,0,0,4,2,41000000,2.7,2.1,70774552,79817552,1,1,3,11,23,House,4,120
92,Rural,15,Lorestan,Male,47,1,5,Primary,Employed,Married,1,0,0,5,2,70000000,3.4,2.6,80959940,114121940,1,1,4,14,24,House,3,70
92,Rural,10,Isfahan,Female,78,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,11000000,1,1,49103688,21304388,1,1,4,14,30,House,5,70
92,Rural,24,Ardebil,Male,32,1,9,Secondary,Employed,Married,1,0,0,3,1,51500000,2.2,1.8,56866164,77613164,1,1,3,15,23,Free,2,44
92,Rural,20,Semnan,Male,47,1,9,Secondary,Employed,Married,1,0,0,4,1,63000000,2.9,2.3,74798552,97185552,1,1,4,14,24,House,3,150
92,Rural,22,Hormozgan,Male,41,1,3,Primary,Employed,Married,1,0,0,6,4,52400000,3.7,2.7,85976928,94846328,1,1,3,15,23,House,3,85
92,Rural,0,Markazi,Male,38,1,6,Primary,Employed,Married,1,0,0,5,3,45800000,3.2,2.4,86660000,87870000,1,1,4,14,24,House,3,80
92,Rural,1,Guilan,Male,77,0,0,Illiterate,Income without Work,Married,0,0,1,2,0,6900000,1.7,1.5,51524880,29980000,1,1,4,14,24,House,3,70
92,Rural,26,Qazvin,Female,46,0,0,Illiterate,Income without Work,Widowed,0,0,1,2,1,15600000,1.5,1.3,43340776,49008776,1,1,3,11,21,House,3,70
92,Rural,17,Kohgiluye & Boyerahmad,Male,33,1,2,Primary,Employed,Married,1,0,0,5,3,30000000,3.2,2.4,83496940,68961940,1,1,6,16,26,Free,4,120
92,Rural,11,Sistan & Baluchistan,Male,28,0,0,Illiterate,Employed,Married,1,0,0,3,0,5000000,2.4,2,62464164,36273164,NA,1,3,15,23,House,2,30
92,Rural,6,Khouzestan,Male,52,0,0,Illiterate,Housekeeper,Widowed,0,0,0,1,0,3000000,1,1,34082388,12704388,1,1,3,11,23,House,1,20
92,Rural,22,Hormozgan,Male,52,0,0,Illiterate,Employed,Married,1,0,0,4,0,54000000,3.1,2.5,84127552,91897552,1,1,3,11,25,House,4,85
92,Rural,17,Kohgiluye & Boyerahmad,Male,52,1,6,Primary,Employed,Married,1,0,0,5,1,90500000,3.6,2.8,98958940,136663940,1,1,3,11,21,House,6,120
92,Rural,5,Kermanshah,Male,18,1,11,Secondary,Employed,Married,1,0,0,2,1,44000000,1.5,1.3,56113576,61608776,1,1,3,11,23,Free,3,60
92,Rural,12,Kurdistan,Male,33,1,6,Primary,Employed,Married,1,0,0,5,3,60000000,3.2,2.4,78247940,103121940,1,1,4,14,24,House,3,70
92,Rural,0,Markazi,Female,59,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,3600000,1,1,41568000,17540000,1,1,4,14,24,House,3,70
92,Rural,5,Kermanshah,Male,40,1,6,Primary,Employed,Married,1,0,0,5,2,37500000,3.4,2.6,93595340,88931940,1,1,3,11,23,House,3,90
92,Rural,1,Guilan,Male,48,1,6,Primary,Employed,Married,1,0,0,4,1,8400000,2.9,2.3,83553000,60610000,1,1,4,14,24,House,3,100
92,Rural,1,Guilan,Male,77,0,0,Illiterate,Employed,Married,1,0,0,2,0,43400000,1.7,1.5,46476400,69558000,1,1,4,14,24,House,3,50
92,Rural,9,Razavi Khorasan,Male,31,1,6,Primary,Employed,Married,1,0,0,3,1,21600000,2.2,1.8,61506764,44113164,1,1,3,11,23,Free,2,25
92,Rural,22,Hormozgan,Male,72,0,0,Illiterate,Income without Work,Married,0,0,1,2,0,900000,1.7,1.5,54952000,32820000,1,1,3,20,23,House,3,65
92,Rural,8,Kerman,Female,56,0,0,Illiterate,Income without Work,Widowed,0,0,1,3,0,12500000,2.4,2,71466164,46893164,1,1,3,11,21,House,3,70
92,Rural,18,Boushehr,Male,40,1,16,University,Unemployed,Married,0,1,0,3,1,0,2.2,1.8,48204000,29220000,1,1,3,14,24,House,4,95
92,Rural,10,Isfahan,Male,71,0,0,Illiterate,Income without Work,Married,0,0,1,3,0,7000000,2.4,2,75658164,40553164,1,1,4,14,24,House,4,120
92,Rural,7,Fars,Male,53,0,0,Illiterate,Employed,Married,1,0,0,4,0,12000000,3.1,2.5,87779552,81897552,NA,NA,3,11,23,Apartment,2,50
92,Rural,13,Hamedan,Male,30,1,14,University,Employed,Married,1,0,0,2,1,33000000,1.5,1.3,37070164,51147164,1,1,4,14,24,House,2,40
92,Rural,15,Lorestan,Male,35,1,9,Secondary,Employed,Married,1,0,0,2,0,26900000,1.7,1.5,55538776,57748776,1,1,4,14,24,Free,3,80
92,Rural,11,Sistan & Baluchistan,Male,58,0,0,Illiterate,Income without Work,Married,0,0,1,3,0,3000000,2.4,2,68269664,28273164,1,1,3,11,21,House,3,72
92,Rural,9,Razavi Khorasan,Male,72,0,0,Illiterate,Employed,Married,1,0,0,4,0,47300000,3.1,2.5,77285792,90677552,1,1,3,11,30,House,2,30
92,Rural,24,Ardebil,Male,75,0,0,Illiterate,Employed,Married,1,0,0,4,0,13100000,3.1,2.5,91468552,53957552,1,1,3,11,27,House,5,70
92,Rural,2,Mazandaran,Male,65,0,0,Illiterate,Employed,Married,1,0,0,4,0,84000000,3.1,2.5,72965552,115697552,1,1,4,14,24,House,2,37
92,Rural,7,Fars,Male,51,0,0,Illiterate,Employed,Married,1,0,0,7,1,166000000,5,3.8,122051716,222230716,1,1,4,14,24,House,3,90
92,Rural,3,East Azerbaijan,Male,59,0,0,Illiterate,Employed,Married,1,0,0,5,0,21000000,3.8,3,68306940,68481940,NA,1,3,11,21,House,3,60
92,Rural,9,Razavi Khorasan,Male,40,1,2,Primary,Employed,Married,1,0,0,5,3,108000000,3.2,2.4,77842180,150161940,1,1,3,11,23,House,3,60
92,Rural,29,South Khorasan,Male,76,0,0,Illiterate,Income without Work,Married,0,0,1,3,0,41000000,2.4,2,70706164,68583164,NA,1,3,11,21,House,5,100
92,Rural,2,Mazandaran,Male,78,1,3,Primary,Employed,Married,1,0,0,3,0,32650000,2.4,2,66005964,64643164,1,1,4,14,24,House,4,103
92,Rural,29,South Khorasan,Male,80,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,10500000,1,1,37146388,22074388,1,1,3,11,23,Free,2,25
92,Rural,22,Hormozgan,Male,66,1,6,Primary,Income without Work,Married,0,0,1,4,0,79500000,3.1,2.5,74477280,107820000,1,1,3,15,23,House,3,90
92,Rural,8,Kerman,Male,30,1,9,Secondary,Employed,Married,1,0,0,4,2,25200000,2.7,2.1,73311672,59897552,1,1,3,11,21,House,2,60
92,Rural,13,Hamedan,Male,48,1,6,Primary,Employed,Married,1,0,0,7,2,220000000,4.8,3.6,105722716,273490716,1,1,4,14,24,House,6,150
92,Rural,0,Markazi,Male,32,1,9,Secondary,Unemployed,Married,0,1,0,3,1,38550000,2.2,1.8,39697564,60313164,1,1,4,14,24,Free,3,80
92,Rural,24,Ardebil,Male,34,1,6,Primary,Employed,Married,1,0,0,4,2,63200000,2.7,2.1,81141552,100217552,1,1,3,11,21,House,4,100
92,Rural,30,Alborz,Male,38,1,6,Primary,Income without Work,Widowed,0,0,1,3,1,9000000,2.2,1.8,64206000,42330000,1,1,4,14,24,Free,3,45
92,Rural,4,West Azerbaijan,Male,46,0,0,Illiterate,Unemployed,Married,0,1,0,5,3,0,3.2,2.4,77780400,34900000,1,1,3,11,21,House,3,50
